259,1,2,0.000000517,17022,WM,465569920,8
259,1,5,0.000007895,17022,WM,465635584,8
259,1,9,0.000015238,17022,WM,2072,8
259,1,13,0.000016124,17022,WM,2088,8
259,1,17,0.000017476,17022,WM,33556488,8
259,1,21,0.000018552,17022,WM,71305224,8
259,1,34,1.652127486,658,WS,243719464,8
259,1,37,1.652132128,658,WS,243719472,8
259,1,40,1.652133220,658,WS,243719480,8
259,1,43,1.652133502,658,WS,243719488,8
259,1,46,1.652133775,658,WS,243719496,8
259,1,49,1.652134040,658,WS,243719504,8
259,1,52,1.652134315,658,WS,243719512,8
259,1,2,1.657715423,658,FWFS,243719520,8
259,1,2,3.928894885,13642,W,33832224,8
259,1,5,3.928904737,13642,W,33832232,8
259,1,8,3.929141080,13642,W,74631168,2048
259,1,12,3.929221733,13642,W,74633216,2048
259,1,16,3.929302420,13642,W,74635264,2048
259,1,20,3.929382504,13642,W,74637312,2048
259,1,24,3.929462289,13642,W,74639360,2048
259,1,28,3.929542189,13642,W,74641408,2048
259,1,32,3.929621821,13642,W,74643456,2048
259,1,36,3.929699776,13642,W,74645504,2048
259,1,50,3.937799354,13642,W,74647552,2048
259,1,54,3.937881714,13642,W,74649600,2048
259,1,58,3.937959249,13642,W,74651648,2048
259,1,62,3.938038076,13642,W,74653696,2048
259,1,66,3.938116925,13642,W,74655744,2048
259,1,70,3.938195927,13642,W,74657792,2048
259,1,75,3.938323428,13642,W,74659840,2048
259,1,79,3.938401696,13642,W,74661888,2040
259,1,84,3.938672271,13642,W,74663928,2048
259,1,88,3.938751543,13642,W,74665976,2048
259,1,102,3.943361529,13642,W,74668024,2048
259,1,106,3.943446795,13642,W,74670072,2048
259,1,110,3.943527169,13642,W,74672120,2048
259,1,114,3.943608242,13642,W,74674168,2048
259,1,118,3.943688568,13642,W,74676216,2048
259,1,122,3.943770373,13642,W,74678264,2048
259,1,127,3.944064454,13642,W,74680312,2048
259,1,131,3.944141717,13642,W,74682360,2048
259,1,135,3.944222404,13642,W,74684408,2048
259,1,149,3.948199704,13642,W,74686456,2048
259,1,153,3.948283098,13642,W,74688504,2048
259,1,157,3.948363992,13642,W,74690552,2048
259,1,161,3.948444962,13642,W,74692600,2048
259,1,165,3.948526378,13642,W,74694648,2048
259,1,169,3.948760925,13642,W,74696696,2048
259,1,174,3.948891485,13642,W,74698744,2048
259,1,178,3.948970604,13642,W,74700792,2048
259,1,182,3.949049595,13642,W,74702840,2048
259,1,196,3.955037965,13642,W,74704888,2048
259,1,200,3.955122362,13642,W,74706936,2048
259,1,204,3.955202292,13642,W,74708984,2048
259,1,208,3.955282749,13642,W,74711032,2048
259,1,213,3.955570131,13642,W,74582016,2048
259,1,217,3.955649050,13642,W,74584064,2048
259,1,221,3.955728737,13642,W,74586112,2048
259,1,225,3.955807715,13642,W,74588160,2048
259,1,229,3.955886428,13642,W,74590208,2048
259,1,243,3.961210602,13642,W,74592256,2048
259,1,247,3.961293696,13642,W,74594304,2048
259,1,251,3.961376413,13642,W,74596352,2048
259,1,255,3.961611505,13642,W,74598400,2048
259,1,260,3.961742382,13642,W,74600448,2048
259,1,264,3.961819669,13642,W,74602496,2048
259,1,268,3.961900397,13642,W,74604544,2048
259,1,272,3.961979347,13642,W,74606592,2048
259,1,276,3.962056195,13642,W,74608640,2048
259,1,290,3.967475614,13642,W,74610688,2048
259,1,294,3.967560730,13642,W,74612736,2048
259,1,298,3.967796905,13642,W,74450944,2048
259,1,302,3.967875256,13642,W,74452992,2048
259,1,306,3.967959197,13642,W,74455040,2048
259,1,310,3.968037327,13642,W,74457088,2048
259,1,315,3.968165993,13642,W,74459136,2048
259,1,319,3.968243841,13642,W,74461184,2048
259,1,323,3.968320822,13642,W,74463232,2048
259,1,337,3.973369308,13642,W,74465280,2048
259,1,341,3.973610812,13642,W,74467328,2048
259,1,345,3.973690195,13642,W,74469376,2048
259,1,349,3.973769341,13642,W,74471424,2048
259,1,353,3.973849183,13642,W,74473472,2048
259,1,358,3.973977703,13642,W,74475520,2048
259,1,362,3.974056972,13642,W,74477568,2048
259,1,366,3.974135756,13642,W,74479616,2048
259,1,370,3.974214700,13642,W,74481664,2048
259,1,384,3.978743791,13642,W,74483712,2048
259,1,388,3.978823762,13642,W,74485760,2048
259,1,392,3.978902222,13642,W,74487808,2048
259,1,396,3.978980837,13642,W,74489856,2048
259,1,400,3.979059045,13642,W,74491904,2048
259,1,404,3.979136755,13642,W,74493952,2048
259,1,409,3.979261123,13642,W,74496000,2048
259,1,413,3.979336838,13642,W,74498048,2048
259,1,417,3.979560509,13642,W,74500096,2048
259,1,431,3.984404418,13642,W,74502144,2048
259,1,435,3.984488546,13642,W,74504192,2048
