259,1,2,0.000001758,25090,WM,2168,8
259,1,2,0.000010441,658,WS,243769912,8
259,1,5,0.000011334,25090,WM,243271752,8
259,1,5,0.000012879,658,WS,243769920,8
259,1,8,0.000014162,658,WS,243769928,8
259,1,11,0.000014601,658,WS,243769936,8
259,1,14,0.000015041,658,WS,243769944,8
259,1,17,0.000015463,658,WS,243769952,8
259,1,20,0.000015919,658,WS,243769960,8
259,1,9,0.000016859,25090,WM,243271760,8
259,1,23,0.000016888,658,WS,243769968,8
259,1,26,0.000017407,658,WS,243769976,8
259,1,12,0.000017877,25090,WM,243271768,8
259,1,33,0.005609543,658,FWFS,243769984,8
259,1,2,6.144024780,658,WS,243769992,8
259,1,5,6.144028329,658,WS,243770000,8
259,1,12,6.149664245,658,FWFS,243770008,8
259,1,2,6.756554512,25756,R,194384896,32
259,1,3,6.756555990,25756,R,194384896,32
259,1,4,6.756557870,25756,N,[java],
259,1,5,6.756558194,25756,R,194384896,32
259,1,6,6.756561224,25756,R,194384896,32
259,1,9,6.762656566,25756,R,194384928,64
259,1,10,6.762657853,25756,R,194384928,64
259,1,11,6.762659775,25756,N,[java],
259,1,12,6.762660093,25756,R,194384928,64
259,1,13,6.762662170,25756,R,194384928,64
259,1,16,6.762838541,25756,R,194384992,128
259,1,17,6.762838806,25756,R,194384992,128
259,1,18,6.762839119,25756,N,[java],
259,1,19,6.762839170,25756,R,194384992,128
259,1,20,6.762840008,25756,R,194384992,128
259,1,23,6.764311654,25756,R,194385120,256
259,1,24,6.764312418,25756,R,194385120,256
259,1,25,6.764313394,25756,N,[java],
259,1,26,6.764313519,25756,R,194385120,256
259,1,27,6.764315460,25756,R,194385120,256
259,1,30,6.765678169,25756,R,194385376,256
259,1,31,6.765678556,25756,R,194385376,256
259,1,32,6.765678852,25756,N,[java],
259,1,33,6.765678916,25756,R,194385376,256
259,1,34,6.765679764,25756,R,194385376,256
259,1,37,6.768443755,25756,R,194385632,256
259,1,38,6.768444185,25756,R,194385632,256
259,1,39,6.768444548,25756,N,[java],
259,1,40,6.768444622,25756,R,194385632,256
259,1,41,6.768445574,25756,R,194385632,256
259,1,44,6.771202883,25756,R,194385888,256
259,1,45,6.771203497,25756,R,194385888,256
259,1,46,6.771203798,25756,N,[java],
259,1,47,6.771203860,25756,R,194385888,256
259,1,48,6.771204657,25756,R,194385888,256
259,1,51,6.773919692,25756,R,194386144,256
259,1,52,6.773920261,25756,R,194386144,256
259,1,53,6.773920568,25756,N,[java],
259,1,54,6.773920628,25756,R,194386144,256
259,1,55,6.773921391,25756,R,194386144,256
259,1,58,6.776635761,25756,R,194386400,256
259,1,59,6.776636231,25756,R,194386400,256
259,1,60,6.776636570,25756,N,[java],
259,1,61,6.776636637,25756,R,194386400,256
259,1,62,6.776637349,25756,R,194386400,256
259,1,65,6.779350264,25756,R,194386656,256
259,1,66,6.779350721,25756,R,194386656,256
259,1,67,6.779351022,25756,N,[java],
259,1,68,6.779351082,25756,R,194386656,256
259,1,69,6.779351796,25756,R,194386656,256
259,1,72,6.782065416,25756,R,194386912,256
259,1,73,6.782065865,25756,R,194386912,256
259,1,74,6.782066190,25756,N,[java],
259,1,75,6.782066251,25756,R,194386912,256
259,1,76,6.782067004,25756,R,194386912,256
259,1,79,6.784811474,25756,R,194387168,256
259,1,80,6.784811927,25756,R,194387168,256
259,1,81,6.784812321,25756,N,[java],
259,1,82,6.784812381,25756,R,194387168,256
259,1,83,6.784813160,25756,R,194387168,256
259,1,86,6.787523883,25756,R,194387424,256
259,1,87,6.787524318,25756,R,194387424,256
259,1,88,6.787524592,25756,N,[java],
259,1,89,6.787524652,25756,R,194387424,256
259,1,90,6.787525404,25756,R,194387424,256
259,1,93,6.790323243,25756,R,194387680,256
259,1,94,6.790323829,25756,R,194387680,256
259,1,95,6.790324270,25756,N,[java],
259,1,96,6.790324340,25756,R,194387680,256
259,1,97,6.790325430,25756,R,194387680,256
259,1,100,6.793205517,25756,R,194387936,256
259,1,101,6.793205963,25756,R,194387936,256
259,1,102,6.793206296,25756,N,[java],
259,1,103,6.793206354,25756,R,194387936,256
259,1,104,6.793207070,25756,R,194387936,256
259,1,107,6.795918249,25756,R,194388192,256
259,1,108,6.795918689,25756,R,194388192,256
259,1,109,6.795918969,25756,N,[java],
259,1,110,6.795919033,25756,R,194388192,256
259,1,111,6.795919792,25756,R,194388192,256
259,1,114,6.798634742,25756,R,194388448,256
259,1,115,6.798635161,25756,R,194388448,256
259,1,116,6.798635442,25756,N,[java],
259,1,117,6.798635512,25756,R,194388448,256
259,1,118,6.798636266,25756,R,194388448,256
259,1,121,6.801350770,25756,R,194388704,256
259,1,122,6.801351206,25756,R,194388704,256
259,1,123,6.801351544,25756,N,[java],
259,1,124,6.801351605,25756,R,194388704,256
259,1,125,6.801352375,25756,R,194388704,256
259,1,128,6.804070714,25756,R,194388960,256
259,1,129,6.804071150,25756,R,194388960,256
259,1,130,6.804071423,25756,N,[java],
259,1,131,6.804071493,25756,R,194388960,256
259,1,132,6.804072266,25756,R,194388960,256
259,1,135,6.806788032,25756,R,194389216,256
259,1,136,6.806788466,25756,R,194389216,256
259,1,137,6.806788735,25756,N,[java],
259,1,138,6.806788798,25756,R,194389216,256
259,1,139,6.806789543,25756,R,194389216,256
259,1,142,6.809507783,25756,R,194389472,256
259,1,143,6.809508207,25756,R,194389472,256
259,1,144,6.809508545,25756,N,[java],
259,1,145,6.809508603,25756,R,194389472,256
259,1,146,6.809509361,25756,R,194389472,256
259,1,149,6.812222645,25756,R,194389728,256
259,1,150,6.812223068,25756,R,194389728,256
259,1,151,6.812223352,25756,N,[java],
259,1,152,6.812223419,25756,R,194389728,256
259,1,153,6.812224177,25756,R,194389728,256
259,1,156,6.814937239,25756,R,194389984,256
259,1,157,6.814937650,25756,R,194389984,256
259,1,158,6.814937970,25756,N,[java],
