259,1,2,0.000000521,13571,WM,465635584,8
259,1,5,0.000008514,13571,WM,2072,8
259,1,9,0.000012586,13571,WM,2272,8
259,1,13,0.000013469,13571,WM,33556488,8
259,1,17,0.000014402,13571,WM,465569800,8
259,1,21,0.000015345,13571,WM,465569920,8
259,1,28,0.000235425,13571,W,170133504,2048
259,1,31,0.000297627,13571,W,170135552,2048
259,1,35,0.000367024,13571,W,170137600,2048
259,1,49,0.006560528,13571,W,170139648,2048
259,1,53,0.006632196,13571,W,170141696,2048
259,1,57,0.006698355,13571,W,170143744,2048
259,1,61,0.006759915,13571,W,170145792,2048
259,1,65,0.006823927,13571,W,170147840,2048
259,1,70,0.007060492,13571,W,170149888,2048
259,1,74,0.007116605,13571,W,170151936,2048
259,1,78,0.007174681,13571,W,170153984,2048
259,1,82,0.007232202,13571,W,170156032,2048
259,1,96,0.010641746,13571,W,170158080,2048
259,1,100,0.010704991,13571,W,170160128,2048
259,1,104,0.010764768,13571,W,170162176,2048
259,1,108,0.010830664,13571,W,170164224,2048
259,1,112,0.011014211,13571,W,170166272,2048
259,1,116,0.011071063,13571,W,170168320,2048
259,1,120,0.011127733,13571,W,170170368,2048
259,1,125,0.011222060,13571,W,170172416,2048
259,1,129,0.011277220,13571,W,170174464,2048
259,1,143,0.018453568,13571,W,170176512,2048
259,1,147,0.018515979,13571,W,170178560,2048
259,1,151,0.018578781,13571,W,170180608,2048
259,1,155,0.018762143,13571,W,170182656,2048
259,1,159,0.018819337,13571,W,170184704,2048
259,1,163,0.018875805,13571,W,170186752,2048
259,1,167,0.018933076,13571,W,170188800,2048
259,1,172,0.019028251,13571,W,170190848,2048
259,1,176,0.019082833,13571,W,170192896,2048
259,1,190,0.023999176,13571,W,170194944,2048
259,1,194,0.024063683,13571,W,170196992,2048
259,1,198,0.024230504,13571,W,170199040,2048
259,1,202,0.024285764,13571,W,170201088,2048
259,1,206,0.024340890,13571,W,170203136,2048
259,1,210,0.024395857,13571,W,170205184,2048
259,1,214,0.024449649,13571,W,170207232,2048
259,1,219,0.024540623,13571,W,170209280,2048
259,1,223,0.024595531,13571,W,170211328,2048
259,1,237,0.028925796,13571,W,170213376,2048
259,1,241,0.029113035,13571,W,170215424,2048
259,1,245,0.029169061,13571,W,170217472,2048
259,1,249,0.029226169,13571,W,170219520,2048
259,1,253,0.029283076,13571,W,170221568,2048
259,1,257,0.029338646,13571,W,170223616,2048
259,1,261,0.029394473,13571,W,170225664,2048
259,1,266,0.029489710,13571,W,170227712,2048
259,1,270,0.029543059,13571,W,170229760,2048
259,1,284,0.034287638,13571,W,170231808,2048
259,1,288,0.034346677,13571,W,170233856,2048
259,1,292,0.034402674,13571,W,170235904,2048
259,1,296,0.034457750,13571,W,170237952,2048
259,1,300,0.034510670,13571,W,170240000,2048
259,1,304,0.034565335,13571,W,170242048,2048
259,1,308,0.034618241,13571,W,170244096,2048
259,1,312,0.034671162,13571,W,170246144,2048
259,1,326,0.039403980,13571,W,170248192,2048
259,1,330,0.039462723,13571,W,170250240,2048
259,1,334,0.039517748,13571,W,170252288,2048
259,1,338,0.039574563,13571,W,170254336,2048
259,1,342,0.039629755,13571,W,170256384,2048
259,1,346,0.039685174,13571,W,170258432,2048
259,1,350,0.039740571,13571,W,170260480,2048
259,1,354,0.039793528,13571,W,170262528,2048
259,1,368,0.045359878,13571,W,170264576,2048
259,1,372,0.045418224,13571,W,170266624,2048
259,1,376,0.045474043,13571,W,170268672,2048
259,1,380,0.045531113,13571,W,170270720,2048
259,1,384,0.045586652,13571,W,170272768,2048
259,1,388,0.045640365,13571,W,170274816,2048
259,1,392,0.045694540,13571,W,170276864,2048
259,1,396,0.045749245,13571,W,170278912,2048
259,1,410,0.050681746,13571,W,170280960,2048
259,1,414,0.050735602,13571,W,170283008,2048
259,1,418,0.050763458,13571,W,170285056,960
259,1,2,3.000109537,658,WS,243751728,8
259,1,5,3.000114739,658,WS,243751736,8
259,1,8,3.000116205,658,WS,243751744,8
259,1,11,3.000116608,658,WS,243751752,8
259,1,14,3.000116975,658,WS,243751760,8
259,1,17,3.000117367,658,WS,243751768,8
259,1,20,3.000117756,658,WS,243751776,8
259,1,23,3.000118127,658,WS,243751784,8
259,1,26,3.000118512,658,WS,243751792,8
259,1,29,3.000118983,658,WS,243751800,8
259,1,32,3.000119367,658,WS,243751808,8
259,1,2,3.005883621,658,FWFS,243751816,8
259,1,2,5.737007726,13571,W,465841584,80
259,1,5,5.737234807,13571,W,170286016,2048
259,1,9,5.737316173,13571,W,170288064,2048
259,1,13,5.737395787,13571,W,170290112,2048
259,1,17,5.737476366,13571,W,170292160,2048
259,1,21,5.737554099,13571,W,170294208,2048
259,1,25,5.737601327,13571,W,170296256,1088
259,1,29,5.737823438,13571,W,170297344,2048
259,1,33,5.737898678,13571,W,170299392,2048
259,1,47,5.745804445,13571,W,170301440,2048
259,1,51,5.745890112,13571,W,170303488,2048
259,1,55,5.745971279,13571,W,170305536,2048
259,1,59,5.746054160,13571,W,170307584,2048
259,1,63,5.746136566,13571,W,170309632,2048
259,1,67,5.746221345,13571,W,170311680,2048
259,1,72,5.746501018,13571,W,170313728,2048
259,1,76,5.746583045,13571,W,170315776,2048
259,1,80,5.746664151,13571,W,170317824,2048
